0.000000000000000000e+00 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 1.692999999999999955e-13 6.999999999999999556e-01
9.999999999999999799e-13 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 5.473999999999999915e-08 6.999999999999999556e-01
1.999999999999999960e-12 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 7.469000000000000243e-08 6.999999999999999556e-01
3.000000000000000142e-12 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 8.151000000000000659e-08 6.999999999999999556e-01
3.999999999999999920e-12 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 8.833999999999999562e-08 6.999999999999999556e-01
4.999999999999999697e-12 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.516999999999999789e-08 6.999999999999999556e-01
6.000000000000000283e-12 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.607999999999999743e-08 6.999999999999999556e-01
7.000000000000000061e-12 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.550999999999999961e-08 6.999999999999999556e-01
7.999999999999999839e-12 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.494000000000000178e-08 6.999999999999999556e-01
8.999999999999999617e-12 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.437000000000000396e-08 6.999999999999999556e-01
9.999999999999999395e-12 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.380000000000000613e-08 6.999999999999999556e-01
1.100000000000000079e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.322999999999999507e-08 6.999999999999999556e-01
1.200000000000000057e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.265999999999999725e-08 6.999999999999999556e-01
1.300000000000000034e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.208999999999999942e-08 6.999999999999999556e-01
1.400000000000000012e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.152000000000000160e-08 6.999999999999999556e-01
1.499999999999999990e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.095000000000000377e-08 6.999999999999999556e-01
1.599999999999999968e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.077999999999999629e-08 6.999999999999999556e-01
1.699999999999999946e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.091999999999999622e-08 6.999999999999999556e-01
1.799999999999999923e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.105999999999999615e-08 6.999999999999999556e-01
1.899999999999999901e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.120999999999999419e-08 6.999999999999999556e-01
1.999999999999999879e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.134999999999999412e-08 6.999999999999999556e-01
2.099999999999999857e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.148999999999999405e-08 6.999999999999999556e-01
2.200000000000000158e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.162999999999999398e-08 6.999999999999999556e-01
2.300000000000000135e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.176999999999999391e-08 6.999999999999999556e-01
2.400000000000000113e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.190999999999999384e-08 6.999999999999999556e-01
2.500000000000000091e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.206000000000000511e-08 6.999999999999999556e-01
2.600000000000000069e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.220000000000000504e-08 6.999999999999999556e-01
2.700000000000000047e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.234000000000000497e-08 6.999999999999999556e-01
2.800000000000000024e-11 0.000000000000000000e+00 6.999999999999999556e-01 6.999999999999999556e-01 9.248000000000000490e-08 6.999999999999999556e-01
