2.710000000000000187e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.999999999999999556e-01
2.627999999999999781e-01 7.071000000000000028e-03 7.071000000000000028e-03 6.999999999999999556e-01
2.545000000000000040e-01 1.413999999999999979e-02 1.413999999999999979e-02 6.999999999999999556e-01
2.462000000000000022e-01 2.120999999999999969e-02 2.120999999999999969e-02 6.999999999999999556e-01
2.379999999999999893e-01 2.827999999999999958e-02 2.827999999999999958e-02 6.999999999999999556e-01
2.298000000000000043e-01 3.534999999999999948e-02 3.534999999999999948e-02 6.999999999999999556e-01
2.217000000000000082e-01 4.241999999999999937e-02 4.241999999999999937e-02 6.999999999999999556e-01
2.137000000000000011e-01 4.948999999999999927e-02 4.948999999999999927e-02 6.999999999999999556e-01
2.058000000000000107e-01 5.657000000000000223e-02 5.657000000000000223e-02 6.999999999999999556e-01
1.980000000000000093e-01 6.364000000000000212e-02 6.364000000000000212e-02 6.999999999999999556e-01
1.904000000000000137e-01 7.070999999999999508e-02 7.070999999999999508e-02 6.999999999999999556e-01
1.827999999999999903e-01 7.778000000000000191e-02 7.778000000000000191e-02 6.999999999999999556e-01
1.754999999999999893e-01 8.484999999999999487e-02 8.484999999999999487e-02 6.999999999999999556e-01
1.681999999999999884e-01 9.192000000000000171e-02 9.192000000000000171e-02 6.999999999999999556e-01
1.610999999999999932e-01 9.898999999999999466e-02 9.898999999999999466e-02 6.999999999999999556e-01
1.542000000000000037e-01 1.060999999999999999e-01 1.060999999999999999e-01 6.999999999999999556e-01
1.474000000000000032e-01 1.131000000000000061e-01 1.131000000000000061e-01 6.999999999999999556e-01
1.406999999999999917e-01 1.202000000000000013e-01 1.202000000000000013e-01 6.999999999999999556e-01
1.343000000000000027e-01 1.272999999999999965e-01 1.272999999999999965e-01 6.999999999999999556e-01
1.279000000000000137e-01 1.343000000000000027e-01 1.343000000000000027e-01 6.999999999999999556e-01
1.218000000000000055e-01 1.413999999999999979e-01 1.413999999999999979e-01 6.999999999999999556e-01
1.158000000000000002e-01 1.484999999999999931e-01 1.484999999999999931e-01 6.999999999999999556e-01
1.098999999999999977e-01 1.555999999999999883e-01 1.555999999999999883e-01 6.999999999999999556e-01
1.042000000000000010e-01 1.625999999999999945e-01 1.625999999999999945e-01 6.999999999999999556e-01
9.869999999999999607e-02 1.696999999999999897e-01 1.696999999999999897e-01 6.999999999999999556e-01
9.332999999999999630e-02 1.768000000000000127e-01 1.768000000000000127e-01 6.999999999999999556e-01
8.812000000000000388e-02 1.837999999999999912e-01 1.837999999999999912e-01 6.999999999999999556e-01
8.305999999999999495e-02 1.908999999999999864e-01 1.908999999999999864e-01 6.998999999999999666e-01
7.817000000000000337e-02 1.980000000000000093e-01 1.980000000000000093e-01 6.998999999999999666e-01
7.342999999999999527e-02 2.051000000000000045e-01 2.051000000000000045e-01 6.998999999999999666e-01
6.884999999999999454e-02 2.121000000000000107e-01 2.121000000000000107e-01 6.998999999999999666e-01
6.442000000000000504e-02 2.192000000000000060e-01 2.192000000000000060e-01 6.997999999999999776e-01
6.015999999999999820e-02 2.263000000000000012e-01 2.263000000000000012e-01 6.997999999999999776e-01
5.605000000000000260e-02 2.333000000000000074e-01 2.333000000000000074e-01 6.996999999999999886e-01
5.210000000000000048e-02 2.404000000000000026e-01 2.404000000000000026e-01 6.995999999999999996e-01
4.830000000000000265e-02 2.474999999999999978e-01 2.474999999999999978e-01 6.995000000000000107e-01
4.465000000000000219e-02 2.545000000000000040e-01 2.545000000000000040e-01 6.993000000000000327e-01
4.116000000000000214e-02 2.615999999999999992e-01 2.615999999999999992e-01 6.991000000000000547e-01
3.783000000000000251e-02 2.686999999999999944e-01 2.686999999999999944e-01 6.987999999999999767e-01
3.463999999999999718e-02 2.757999999999999896e-01 2.757999999999999896e-01 6.983000000000000318e-01
3.160999999999999921e-02 2.827999999999999958e-01 2.827999999999999958e-01 6.977999999999999758e-01
2.871999999999999900e-02 2.898999999999999910e-01 2.898999999999999910e-01 6.969999999999999529e-01
2.597999999999999962e-02 2.969999999999999862e-01 2.969999999999999862e-01 6.958999999999999631e-01
2.339000000000000107e-02 3.039999999999999925e-01 3.039999999999999925e-01 6.944000000000000172e-01
2.094000000000000028e-02 3.110999999999999877e-01 3.110999999999999877e-01 6.924000000000000155e-01
1.864000000000000032e-02 3.181999999999999829e-01 3.181999999999999829e-01 6.895999999999999908e-01
1.649000000000000118e-02 3.252999999999999781e-01 3.252999999999999781e-01 6.855999999999999872e-01
1.447999999999999982e-02 3.322999999999999843e-01 3.322999999999999843e-01 6.795999999999999819e-01
1.261999999999999927e-02 3.393999999999999795e-01 3.393999999999999795e-01 6.702000000000000179e-01
1.091999999999999915e-02 3.464999999999999747e-01 3.464999999999999747e-01 6.526999999999999469e-01
9.367000000000000326e-03 3.534999999999999809e-01 3.534999999999999809e-01 6.020999999999999686e-01
7.967999999999999389e-03 3.605999999999999761e-01 3.605999999999999761e-01 4.653999999999999804e-01
6.720000000000000279e-03 3.677000000000000268e-01 3.677000000000000268e-01 4.079999999999999738e-01
5.618999999999999863e-03 3.746999999999999775e-01 3.746999999999999775e-01 3.824000000000000177e-01
4.658999999999999947e-03 3.817999999999999727e-01 3.817999999999999727e-01 3.649000000000000021e-01
3.831999999999999903e-03 3.889000000000000234e-01 3.889000000000000234e-01 3.508999999999999897e-01
3.125999999999999873e-03 3.960000000000000187e-01 3.960000000000000187e-01 3.388999999999999790e-01
2.530000000000000131e-03 4.030000000000000249e-01 4.030000000000000249e-01 3.281000000000000028e-01
2.033000000000000085e-03 4.101000000000000201e-01 4.101000000000000201e-01 3.181999999999999829e-01
1.621999999999999961e-03 4.172000000000000153e-01 4.172000000000000153e-01 3.089000000000000079e-01
1.284999999999999901e-03 4.242000000000000215e-01 4.242000000000000215e-01 3.000999999999999779e-01
1.013000000000000012e-03 4.313000000000000167e-01 4.313000000000000167e-01 2.916000000000000258e-01
7.935000000000000430e-04 4.384000000000000119e-01 4.384000000000000119e-01 2.834999999999999742e-01
6.187000000000000225e-04 4.455000000000000071e-01 4.455000000000000071e-01 2.756000000000000116e-01
4.803000000000000195e-04 4.525000000000000133e-01 4.525000000000000133e-01 2.679000000000000270e-01
3.713999999999999745e-04 4.596000000000000085e-01 4.596000000000000085e-01 2.605000000000000093e-01
2.862000000000000178e-04 4.667000000000000037e-01 4.667000000000000037e-01 2.533000000000000251e-01
2.198000000000000030e-04 4.737000000000000099e-01 4.737000000000000099e-01 2.462000000000000022e-01
1.684000000000000004e-04 4.808000000000000052e-01 4.808000000000000052e-01 2.393000000000000127e-01
1.287000000000000112e-04 4.879000000000000004e-01 4.879000000000000004e-01 2.326999999999999902e-01
9.815000000000000048e-05 4.949000000000000066e-01 4.949000000000000066e-01 2.262000000000000122e-01
7.472999999999999771e-05 5.020000000000000018e-01 5.020000000000000018e-01 2.199000000000000121e-01
5.680999999999999988e-05 5.090999999999999970e-01 5.090999999999999970e-01 2.137999999999999901e-01
4.313999999999999693e-05 5.161999999999999922e-01 5.161999999999999922e-01 2.079000000000000015e-01
3.273000000000000003e-05 5.231999999999999984e-01 5.231999999999999984e-01 2.023000000000000076e-01
2.481000000000000132e-05 5.302999999999999936e-01 5.302999999999999936e-01 1.968000000000000027e-01
1.879999999999999957e-05 5.373999999999999888e-01 5.373999999999999888e-01 1.917000000000000093e-01
1.423999999999999919e-05 5.443999999999999950e-01 5.443999999999999950e-01 1.867999999999999938e-01
1.078000000000000013e-05 5.514999999999999902e-01 5.514999999999999902e-01 1.822000000000000008e-01
8.159999999999999800e-06 5.585999999999999854e-01 5.585999999999999854e-01 1.778000000000000136e-01
6.175999999999999822e-06 5.656999999999999806e-01 5.656999999999999806e-01 1.736999999999999933e-01
4.675000000000000133e-06 5.726999999999999869e-01 5.726999999999999869e-01 1.698000000000000065e-01
3.539999999999999988e-06 5.797999999999999821e-01 5.797999999999999821e-01 1.661999999999999866e-01
2.680000000000000175e-06 5.868999999999999773e-01 5.868999999999999773e-01 1.628999999999999893e-01
2.030000000000000046e-06 5.938999999999999835e-01 5.938999999999999835e-01 1.597000000000000086e-01
1.537999999999999928e-06 6.009999999999999787e-01 6.009999999999999787e-01 1.567999999999999949e-01
1.165999999999999932e-06 6.080999999999999739e-01 6.080999999999999739e-01 1.539999999999999980e-01
8.844999999999999594e-07 6.151999999999999691e-01 6.151999999999999691e-01 1.514999999999999958e-01
6.713000000000000356e-07 6.221999999999999753e-01 6.221999999999999753e-01 1.491000000000000103e-01
5.099999999999999875e-07 6.292999999999999705e-01 6.292999999999999705e-01 1.468000000000000138e-01
3.878000000000000182e-07 6.363999999999999657e-01 6.363999999999999657e-01 1.446999999999999953e-01
2.951999999999999964e-07 6.433999999999999719e-01 6.433999999999999719e-01 1.426999999999999935e-01
2.250999999999999973e-07 6.504999999999999671e-01 6.504999999999999671e-01 1.408000000000000085e-01
1.720000000000000049e-07 6.575999999999999623e-01 6.575999999999999623e-01 1.390000000000000124e-01
1.316999999999999948e-07 6.645999999999999686e-01 6.645999999999999686e-01 1.373999999999999944e-01
1.012000000000000062e-07 6.716999999999999638e-01 6.716999999999999638e-01 1.358000000000000040e-01
7.805999999999999886e-08 6.787999999999999590e-01 6.787999999999999590e-01 1.343000000000000027e-01
6.052000000000000194e-08 6.858999999999999542e-01 6.858999999999999542e-01 1.328999999999999904e-01
4.722000000000000196e-08 6.928999999999999604e-01 6.928999999999999604e-01 1.315999999999999948e-01
3.713000000000000227e-08 6.999999999999999556e-01 6.999999999999999556e-01 1.302999999999999992e-01
