5.353999999999999870e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.999999999999999556e-01
5.316999999999999504e-01 7.071000000000000028e-03 7.071000000000000028e-03 6.999999999999999556e-01
5.275999999999999579e-01 1.413999999999999979e-02 1.413999999999999979e-02 6.999999999999999556e-01
5.231999999999999984e-01 2.120999999999999969e-02 2.120999999999999969e-02 6.999999999999999556e-01
5.183999999999999719e-01 2.827999999999999958e-02 2.827999999999999958e-02 6.999999999999999556e-01
5.131000000000000005e-01 3.534999999999999948e-02 3.534999999999999948e-02 6.999999999999999556e-01
5.072999999999999732e-01 4.241999999999999937e-02 4.241999999999999937e-02 6.999999999999999556e-01
5.008000000000000229e-01 4.948999999999999927e-02 4.948999999999999927e-02 6.999999999999999556e-01
4.935999999999999832e-01 5.657000000000000223e-02 5.657000000000000223e-02 6.999999999999999556e-01
4.855999999999999761e-01 6.364000000000000212e-02 6.364000000000000212e-02 6.999999999999999556e-01
4.766000000000000236e-01 7.070999999999999508e-02 7.070999999999999508e-02 6.999999999999999556e-01
4.662999999999999923e-01 7.778000000000000191e-02 7.778000000000000191e-02 6.999999999999999556e-01
4.547999999999999821e-01 8.484999999999999487e-02 8.484999999999999487e-02 6.999999999999999556e-01
4.415999999999999925e-01 9.192000000000000171e-02 9.192000000000000171e-02 6.999999999999999556e-01
4.267000000000000237e-01 9.898999999999999466e-02 9.898999999999999466e-02 6.999999999999999556e-01
4.097999999999999976e-01 1.060999999999999999e-01 1.060999999999999999e-01 6.999999999999999556e-01
3.911000000000000032e-01 1.131000000000000061e-01 1.131000000000000061e-01 6.999999999999999556e-01
3.708000000000000185e-01 1.202000000000000013e-01 1.202000000000000013e-01 6.999999999999999556e-01
3.493999999999999884e-01 1.272999999999999965e-01 1.272999999999999965e-01 6.999999999999999556e-01
3.276000000000000023e-01 1.343000000000000027e-01 1.343000000000000027e-01 6.999999999999999556e-01
3.060999999999999832e-01 1.413999999999999979e-01 1.413999999999999979e-01 6.999999999999999556e-01
2.853999999999999870e-01 1.484999999999999931e-01 1.484999999999999931e-01 6.999999999999999556e-01
2.657999999999999807e-01 1.555999999999999883e-01 1.555999999999999883e-01 6.999999999999999556e-01
2.474999999999999978e-01 1.625999999999999945e-01 1.625999999999999945e-01 6.999999999999999556e-01
2.303999999999999937e-01 1.696999999999999897e-01 1.696999999999999897e-01 6.999999999999999556e-01
2.144000000000000072e-01 1.768000000000000127e-01 1.768000000000000127e-01 6.999999999999999556e-01
1.995000000000000107e-01 1.837999999999999912e-01 1.837999999999999912e-01 6.999999999999999556e-01
1.855999999999999872e-01 1.908999999999999864e-01 1.908999999999999864e-01 6.998999999999999666e-01
1.726000000000000034e-01 1.980000000000000093e-01 1.980000000000000093e-01 6.998999999999999666e-01
1.602999999999999980e-01 2.051000000000000045e-01 2.051000000000000045e-01 6.998999999999999666e-01
1.489000000000000046e-01 2.121000000000000107e-01 2.121000000000000107e-01 6.998999999999999666e-01
1.380000000000000115e-01 2.192000000000000060e-01 2.192000000000000060e-01 6.997999999999999776e-01
1.279000000000000137e-01 2.263000000000000012e-01 2.263000000000000012e-01 6.997999999999999776e-01
1.183000000000000024e-01 2.333000000000000074e-01 2.333000000000000074e-01 6.996999999999999886e-01
1.092000000000000054e-01 2.404000000000000026e-01 2.404000000000000026e-01 6.995999999999999996e-01
1.005999999999999950e-01 2.474999999999999978e-01 2.474999999999999978e-01 6.995000000000000107e-01
9.249999999999999889e-02 2.545000000000000040e-01 2.545000000000000040e-01 6.993000000000000327e-01
8.483999999999999875e-02 2.615999999999999992e-01 2.615999999999999992e-01 6.991000000000000547e-01
7.759000000000000619e-02 2.686999999999999944e-01 2.686999999999999944e-01 6.987999999999999767e-01
7.073999999999999733e-02 2.757999999999999896e-01 2.757999999999999896e-01 6.983000000000000318e-01
