0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 5.585999999999999826e-12 1.098000000000000047e-11 5.882999999999999873e-12
7.070700000000000075e-03 -7.070700000000000075e-03 7.070700000000000075e-03 7.113999999999999777e-12 1.437999999999999971e-11 7.470999999999999973e-12
1.414100000000000079e-02 -1.414100000000000079e-02 1.414100000000000079e-02 9.073999999999999504e-12 1.883999999999999969e-11 9.499999999999999506e-12
2.121200000000000169e-02 -2.121200000000000169e-02 2.121200000000000169e-02 1.158000000000000034e-11 2.469000000000000082e-11 1.209000000000000038e-11
2.828299999999999911e-02 -2.828299999999999911e-02 2.828299999999999911e-02 1.479999999999999994e-11 3.235999999999999863e-11 1.541000000000000159e-11
3.535399999999999654e-02 -3.535399999999999654e-02 3.535399999999999654e-02 1.892999999999999951e-11 4.239999999999999705e-11 1.963999999999999952e-11
4.242400000000000337e-02 -4.242400000000000337e-02 4.242400000000000337e-02 2.420999999999999963e-11 5.555999999999999994e-11 2.505000000000000009e-11
4.949499999999999733e-02 -4.949499999999999733e-02 4.949499999999999733e-02 3.097999999999999926e-11 7.279999999999999676e-11 3.194999999999999694e-11
5.656599999999999823e-02 -5.656599999999999823e-02 5.656599999999999823e-02 3.965000000000000008e-11 9.540000000000000143e-11 4.076999999999999854e-11
6.363599999999999812e-02 -6.363599999999999812e-02 6.363599999999999812e-02 5.076000000000000101e-11 1.250000000000000078e-10 5.204000000000000201e-11
7.070700000000000596e-02 -7.070700000000000596e-02 7.070700000000000596e-02 6.498999999999999995e-11 1.637999999999999927e-10 6.642999999999999704e-11
7.777799999999999991e-02 -7.777799999999999991e-02 7.777799999999999991e-02 8.321999999999999800e-11 2.145999999999999879e-10 8.481000000000000233e-11
8.484800000000000675e-02 -8.484800000000000675e-02 8.484800000000000675e-02 1.065999999999999989e-10 2.810999999999999909e-10 1.083000000000000034e-10
9.191900000000000071e-02 -9.191900000000000071e-02 9.191900000000000071e-02 1.364999999999999939e-10 3.683000000000000103e-10 1.383000000000000032e-10
9.898999999999999466e-02 -9.898999999999999466e-02 9.898999999999999466e-02 1.748000000000000064e-10 4.824000000000000092e-10 1.765000000000000109e-10
1.060600000000000015e-01 -1.060600000000000015e-01 1.060600000000000015e-01 2.238999999999999971e-10 6.318999999999999582e-10 2.253999999999999920e-10
1.131299999999999945e-01 -1.131299999999999945e-01 1.131299999999999945e-01 2.867999999999999815e-10 8.273999999999999552e-10 2.879000000000000088e-10
1.202000000000000013e-01 -1.202000000000000013e-01 1.202000000000000013e-01 3.673999999999999927e-10 1.083000000000000086e-09 3.676000000000000024e-10
1.272699999999999942e-01 -1.272699999999999942e-01 1.272699999999999942e-01 4.706000000000000086e-10 1.418000000000000066e-09 4.693000000000000234e-10
1.343399999999999872e-01 -1.343399999999999872e-01 1.343399999999999872e-01 6.028000000000000277e-10 1.854999999999999901e-09 5.991999999999999574e-10
1.414100000000000079e-01 -1.414100000000000079e-01 1.414100000000000079e-01 7.720999999999999497e-10 2.426000000000000101e-09 7.649000000000000159e-10
1.484800000000000009e-01 -1.484800000000000009e-01 1.484800000000000009e-01 9.888999999999999662e-10 3.171999999999999800e-09 9.764000000000000611e-10
1.555600000000000038e-01 -1.555600000000000038e-01 1.555600000000000038e-01 1.267000000000000071e-09 4.143000000000000272e-09 1.246000000000000040e-09
1.626299999999999968e-01 -1.626299999999999968e-01 1.626299999999999968e-01 1.621999999999999982e-09 5.408000000000000350e-09 1.590000000000000093e-09
1.696999999999999897e-01 -1.696999999999999897e-01 1.696999999999999897e-01 2.078000000000000062e-09 7.053000000000000356e-09 2.028999999999999921e-09
1.767700000000000105e-01 -1.767700000000000105e-01 1.767700000000000105e-01 2.660999999999999807e-09 9.186999999999999811e-09 2.588000000000000162e-09
1.838400000000000034e-01 -1.838400000000000034e-01 1.838400000000000034e-01 3.407999999999999812e-09 1.194999999999999947e-08 3.298999999999999878e-09
1.909099999999999964e-01 -1.909099999999999964e-01 1.909099999999999964e-01 4.364999999999999712e-09 1.553000000000000076e-08 4.203999999999999958e-09
1.979799999999999893e-01 -1.979799999999999893e-01 1.979799999999999893e-01 5.588999999999999622e-09 2.012999999999999894e-08 5.353000000000000023e-09
2.050500000000000100e-01 -2.050500000000000100e-01 2.050500000000000100e-01 7.155999999999999690e-09 2.605999999999999976e-08 6.812000000000000051e-09
2.121200000000000030e-01 -2.121200000000000030e-01 2.121200000000000030e-01 9.161000000000000108e-09 3.364000000000000212e-08 8.659999999999999460e-09
2.191899999999999959e-01 -2.191899999999999959e-01 2.191899999999999959e-01 1.172000000000000006e-08 4.332000000000000013e-08 1.099999999999999924e-08
2.262599999999999889e-01 -2.262599999999999889e-01 2.262599999999999889e-01 1.499999999999999866e-08 5.560000000000000156e-08 1.393999999999999942e-08
2.333300000000000096e-01 -2.333300000000000096e-01 2.333300000000000096e-01 1.918999999999999846e-08 7.113000000000000232e-08 1.764000000000000112e-08
2.404000000000000026e-01 -2.404000000000000026e-01 2.404000000000000026e-01 2.454000000000000004e-08 9.066000000000000581e-08 2.227000000000000023e-08
2.474699999999999955e-01 -2.474699999999999955e-01 2.474699999999999955e-01 3.137000000000000231e-08 1.151000000000000050e-07 2.804999999999999971e-08
2.545499999999999985e-01 -2.545499999999999985e-01 2.545499999999999985e-01 4.006000000000000270e-08 1.453000000000000107e-07 3.519999999999999756e-08
2.616200000000000192e-01 -2.616200000000000192e-01 2.616200000000000192e-01 5.113000000000000190e-08 1.826999999999999882e-07 4.401999999999999978e-08
2.686899999999999844e-01 -2.686899999999999844e-01 2.686899999999999844e-01 6.520000000000000150e-08 2.282999999999999995e-07 5.480000000000000101e-08
2.757600000000000051e-01 -2.757600000000000051e-01 2.757600000000000051e-01 8.301999999999999828e-08 2.835000000000000173e-07 6.788999999999999448e-08
2.828300000000000258e-01 -2.828300000000000258e-01 2.828300000000000258e-01 1.056000000000000059e-07 3.498999999999999766e-07 8.364999999999999796e-08
2.898999999999999910e-01 -2.898999999999999910e-01 2.898999999999999910e-01 1.340000000000000088e-07 4.287000000000000205e-07 1.024000000000000037e-07
2.969700000000000117e-01 -2.969700000000000117e-01 2.969700000000000117e-01 1.696000000000000099e-07 5.213999999999999969e-07 1.246999999999999983e-07
3.040399999999999769e-01 -3.040399999999999769e-01 3.040399999999999769e-01 2.140999999999999915e-07 6.292999999999999507e-07 1.506999999999999929e-07
3.111099999999999977e-01 -3.111099999999999977e-01 3.111099999999999977e-01 2.694000000000000168e-07 7.536999999999999793e-07 1.809000000000000118e-07
3.181800000000000184e-01 -3.181800000000000184e-01 3.181800000000000184e-01 3.376000000000000055e-07 8.957999999999999614e-07 2.155999999999999983e-07
3.252499999999999836e-01 -3.252499999999999836e-01 3.252499999999999836e-01 4.210000000000000244e-07 1.057000000000000002e-06 2.551000000000000013e-07
3.323200000000000043e-01 -3.323200000000000043e-01 3.323200000000000043e-01 5.222999999999999587e-07 1.236999999999999973e-06 2.998000000000000243e-07
3.393900000000000250e-01 -3.393900000000000250e-01 3.393900000000000250e-01 6.439999999999999963e-07 1.438000000000000039e-06 3.498999999999999766e-07
3.464599999999999902e-01 -3.464599999999999902e-01 3.464599999999999902e-01 7.886999999999999619e-07 1.658999999999999913e-06 4.055999999999999791e-07
3.535400000000000209e-01 -3.535400000000000209e-01 3.535400000000000209e-01 9.590000000000000508e-07 1.903000000000000034e-06 4.672000000000000013e-07
3.606099999999999861e-01 -3.606099999999999861e-01 3.606099999999999861e-01 1.157000000000000103e-06 2.167999999999999826e-06 5.348000000000000508e-07
3.676800000000000068e-01 -3.676800000000000068e-01 3.676800000000000068e-01 1.385000000000000080e-06 2.455999999999999863e-06 6.084999999999999762e-07
3.747500000000000275e-01 -3.747500000000000275e-01 3.747500000000000275e-01 1.644000000000000057e-06 2.765999999999999860e-06 6.884000000000000497e-07
3.818199999999999927e-01 -3.818199999999999927e-01 3.818199999999999927e-01 1.936000000000000183e-06 3.098999999999999890e-06 7.747999999999999764e-07
3.888900000000000134e-01 -3.888900000000000134e-01 3.888900000000000134e-01 2.261000000000000036e-06 3.456000000000000030e-06 8.674999999999999528e-07
3.959599999999999786e-01 -3.959599999999999786e-01 3.959599999999999786e-01 2.618999999999999827e-06 3.834999999999999705e-06 9.668000000000000016e-07
4.030299999999999994e-01 -4.030299999999999994e-01 4.030299999999999994e-01 3.011000000000000055e-06 4.237000000000000260e-06 1.072999999999999933e-06
4.101000000000000201e-01 -4.101000000000000201e-01 4.101000000000000201e-01 3.435000000000000146e-06 4.661999999999999579e-06 1.185000000000000089e-06
4.171699999999999853e-01 -4.171699999999999853e-01 4.171699999999999853e-01 3.890000000000000025e-06 5.108999999999999704e-06 1.303000000000000061e-06
4.242400000000000060e-01 -4.242400000000000060e-01 4.242400000000000060e-01 4.376999999999999767e-06 5.577999999999999788e-06 1.428999999999999998e-06
4.313100000000000267e-01 -4.313100000000000267e-01 4.313100000000000267e-01 4.891999999999999918e-06 6.070000000000000329e-06 1.560000000000000099e-06
4.383799999999999919e-01 -4.383799999999999919e-01 4.383799999999999919e-01 5.434999999999999632e-06 6.583000000000000330e-06 1.698000000000000090e-06
4.454500000000000126e-01 -4.454500000000000126e-01 4.454500000000000126e-01 6.003999999999999605e-06 7.116999999999999791e-06 1.841999999999999898e-06
4.525299999999999878e-01 -4.525299999999999878e-01 4.525299999999999878e-01 6.598000000000000186e-06 7.672000000000000407e-06 1.992999999999999807e-06
4.596000000000000085e-01 -4.596000000000000085e-01 4.596000000000000085e-01 7.213999999999999879e-06 8.247000000000000831e-06 2.149000000000000092e-06
4.666699999999999737e-01 -4.666699999999999737e-01 4.666699999999999737e-01 7.852999999999999182e-06 8.841000000000000564e-06 2.310999999999999981e-06
