0.000000000000000000e+00 -1.733999999999999841e-11
7.070700000000000075e-03 1.278999999999999952e-06
1.414100000000000079e-02 2.543000000000000047e-06
2.121200000000000169e-02 3.789000000000000060e-06
2.828299999999999911e-02 5.015000000000000265e-06
3.535399999999999654e-02 6.216999999999999938e-06
4.242400000000000337e-02 7.393000000000000198e-06
4.949499999999999733e-02 8.541000000000000049e-06
5.656599999999999823e-02 9.659000000000000187e-06
6.363599999999999812e-02 1.075000000000000041e-05
7.070700000000000596e-02 1.180000000000000052e-05
7.777799999999999991e-02 1.281999999999999923e-05
8.484800000000000675e-02 1.380999999999999992e-05
9.191900000000000071e-02 1.475999999999999929e-05
9.898999999999999466e-02 1.567000000000000074e-05
1.060600000000000015e-01 1.654999999999999909e-05
1.131299999999999945e-01 1.739000000000000121e-05
1.202000000000000013e-01 1.819999999999999854e-05
1.272699999999999942e-01 1.896999999999999964e-05
1.343399999999999872e-01 1.970999999999999933e-05
1.414100000000000079e-01 2.040999999999999940e-05
1.484800000000000009e-01 2.108000000000000146e-05
1.555600000000000038e-01 2.171999999999999872e-05
1.626299999999999968e-01 2.233000000000000135e-05
1.696999999999999897e-01 2.290999999999999919e-05
1.767700000000000105e-01 2.345999999999999900e-05
1.838400000000000034e-01 2.398000000000000080e-05
1.909099999999999964e-01 2.447000000000000119e-05
1.979799999999999893e-01 2.493999999999999838e-05
2.050500000000000100e-01 2.538999999999999916e-05
2.121200000000000030e-01 2.580999999999999852e-05
2.191899999999999959e-01 2.619999999999999987e-05
2.262599999999999889e-01 2.657999999999999962e-05
2.333300000000000096e-01 2.693000000000000135e-05
2.404000000000000026e-01 2.725999999999999989e-05
2.474699999999999955e-01 2.756999999999999861e-05
2.545499999999999985e-01 2.786000000000000092e-05
2.616200000000000192e-01 2.811999999999999843e-05
2.686899999999999844e-01 2.835999999999999952e-05
2.757600000000000051e-01 2.858000000000000080e-05
2.828300000000000258e-01 2.875999999999999908e-05
2.898999999999999910e-01 2.892000000000000094e-05
2.969700000000000117e-01 2.903000000000000158e-05
3.040399999999999769e-01 2.909000000000000100e-05
3.111099999999999977e-01 2.909000000000000100e-05
3.181800000000000184e-01 2.898999999999999857e-05
3.252499999999999836e-01 2.875999999999999908e-05
3.323200000000000043e-01 2.831999999999999990e-05
3.393900000000000250e-01 2.750000000000000098e-05
3.464599999999999902e-01 2.580000000000000031e-05
3.535400000000000209e-01 2.046999999999999883e-05
3.606099999999999861e-01 4.887999999999999618e-06
3.676800000000000068e-01 -5.878000000000000304e-06
3.747500000000000275e-01 -1.841000000000000161e-05
3.818199999999999927e-01 -2.231999999999999975e-05
3.888900000000000134e-01 -2.337000000000000156e-05
3.959599999999999786e-01 -2.375999999999999952e-05
4.030299999999999994e-01 -2.387999999999999837e-05
4.101000000000000201e-01 -2.385999999999999856e-05
4.171699999999999853e-01 -2.373999999999999971e-05
4.242400000000000060e-01 -2.356000000000000143e-05
4.313100000000000267e-01 -2.332999999999999855e-05
4.383799999999999919e-01 -2.307000000000000104e-05
4.454500000000000126e-01 -2.277999999999999874e-05
4.525299999999999878e-01 -2.245999999999999841e-05
4.596000000000000085e-01 -2.212999999999999988e-05
4.666699999999999737e-01 -2.176999999999999994e-05
4.737399999999999944e-01 -2.139999999999999840e-05
4.808100000000000152e-01 -2.101000000000000044e-05
4.878799999999999804e-01 -2.059999999999999928e-05
4.949500000000000011e-01 -2.017999999999999991e-05
5.020200000000000218e-01 -1.974000000000000074e-05
5.090900000000000425e-01 -1.928999999999999996e-05
5.161599999999999522e-01 -1.881000000000000117e-05
5.232299999999999729e-01 -1.832000000000000078e-05
5.302999999999999936e-01 -1.781999999999999879e-05
5.373700000000000143e-01 -1.728999999999999878e-05
5.444400000000000350e-01 -1.675000000000000057e-05
5.515200000000000102e-01 -1.618000000000000094e-05
5.585900000000000309e-01 -1.559999999999999972e-05
5.656600000000000517e-01 -1.500000000000000038e-05
5.727299999999999613e-01 -1.437999999999999954e-05
5.797999999999999821e-01 -1.374000000000000059e-05
5.868700000000000028e-01 -1.307000000000000022e-05
5.939400000000000235e-01 -1.238999999999999996e-05
6.010100000000000442e-01 -1.168999999999999988e-05
6.080799999999999539e-01 -1.097000000000000000e-05
6.151499999999999746e-01 -1.023000000000000031e-05
6.222199999999999953e-01 -9.467999999999999813e-06
6.292900000000000160e-01 -8.688999999999999309e-06
6.363600000000000367e-01 -7.891999999999999994e-06
6.434299999999999464e-01 -7.075999999999999676e-06
6.505100000000000326e-01 -6.243999999999999849e-06
6.575800000000000534e-01 -5.395000000000000015e-06
6.646499999999999631e-01 -4.529999999999999827e-06
6.717199999999999838e-01 -3.650000000000000205e-06
6.787900000000000045e-01 -2.757000000000000031e-06
6.858600000000000252e-01 -1.850000000000000075e-06
6.929300000000000459e-01 -9.307000000000000423e-07
6.999999999999999556e-01 6.792999999999999832e-12
